1.0, 1.0, 898, 0
1.0, 1.1, 916, 0
1.0, 1.2000000000000002, 914, 0
1.0, 1.3000000000000003, 979, 0
1.0, 1.4000000000000004, 998, 0
1.0, 1.5000000000000004, 1009, 0
1.1, 1.0, 817, 0
1.1, 1.1, 841, 0
1.0, 1.6000000000000005, 1020, 0
1.0, 1.7000000000000006, 1079, 0
1.0, 1.8000000000000007, 1076, 0
1.0, 1.9000000000000008, 1064, 0
1.1, 1.2000000000000002, 873, 0
1.1, 1.3000000000000003, 853, 0
1.1, 1.4000000000000004, 852, 0
1.1, 1.5000000000000004, 920, 0
1.1, 1.6000000000000005, 912, 0
1.1, 1.7000000000000006, 901, 0
1.2000000000000002, 1.0, 753, 0
1.1, 1.9000000000000008, 944, 0
1.2000000000000002, 1.1, 766, 0
1.1, 1.8000000000000007, 961, 0
1.2000000000000002, 1.2000000000000002, 772, 0
1.2000000000000002, 1.3000000000000003, 806, 0
1.2000000000000002, 1.4000000000000004, 801, 0
1.2000000000000002, 1.6000000000000005, 795, 0
1.2000000000000002, 1.5000000000000004, 812, 0
1.2000000000000002, 1.8000000000000007, 837, 0
1.2000000000000002, 1.7000000000000006, 857, 0
1.2000000000000002, 1.9000000000000008, 843, 0
1.3000000000000003, 1.0, 695, 0
1.3000000000000003, 1.1, 687, 0
1.3000000000000003, 1.2000000000000002, 715, 0
1.3000000000000003, 1.3000000000000003, 708, 0
1.3000000000000003, 1.4000000000000004, 714, 0
1.3000000000000003, 1.5000000000000004, 755, 0
1.3000000000000003, 1.6000000000000005, 767, 0
1.4000000000000004, 1.0, 642, 0
1.3000000000000003, 1.7000000000000006, 785, 0
1.3000000000000003, 1.8000000000000007, 773, 0
1.3000000000000003, 1.9000000000000008, 791, 0
1.4000000000000004, 1.1, 652, 0
1.4000000000000004, 1.2000000000000002, 649, 0
1.4000000000000004, 1.3000000000000003, 659, 0
1.4000000000000004, 1.4000000000000004, 645, 0
1.4000000000000004, 1.5000000000000004, 681, 0
1.4000000000000004, 1.6000000000000005, 695, 0
1.4000000000000004, 1.7000000000000006, 699, 0
1.5000000000000004, 1.0, 599, 0
1.4000000000000004, 1.8000000000000007, 740, 0
1.5000000000000004, 1.1, 606, 0
1.4000000000000004, 1.9000000000000008, 719, 0
1.5000000000000004, 1.2000000000000002, 614, 0
1.5000000000000004, 1.3000000000000003, 611, 0
1.5000000000000004, 1.4000000000000004, 640, 0
1.5000000000000004, 1.5000000000000004, 642, 0
1.5000000000000004, 1.6000000000000005, 639, 0
1.5000000000000004, 1.7000000000000006, 662, 0
1.5000000000000004, 1.9000000000000008, 659, 0
1.5000000000000004, 1.8000000000000007, 664, 0
1.6000000000000005, 1.0, 542, 0
1.6000000000000005, 1.1, 571, 0
1.6000000000000005, 1.2000000000000002, 573, 0
1.6000000000000005, 1.3000000000000003, 572, 0
1.6000000000000005, 1.4000000000000004, 574, 0
1.6000000000000005, 1.5000000000000004, 610, 0
1.6000000000000005, 1.6000000000000005, 588, 0
1.6000000000000005, 1.7000000000000006, 617, 0
1.7000000000000006, 1.0, 501, 0
1.7000000000000006, 1.1, 513, 0
1.6000000000000005, 1.8000000000000007, 611, 0
1.6000000000000005, 1.9000000000000008, 650, 0
1.7000000000000006, 1.2000000000000002, 530, 0
1.7000000000000006, 1.3000000000000003, 548, 0
1.7000000000000006, 1.4000000000000004, 537, 0
1.7000000000000006, 1.5000000000000004, 556, 0
1.7000000000000006, 1.6000000000000005, 570, 0
1.7000000000000006, 1.7000000000000006, 597, 0
1.7000000000000006, 1.8000000000000007, 584, 0
1.8000000000000007, 1.0, 486, 0
1.8000000000000007, 1.1, 487, 0
1.7000000000000006, 1.9000000000000008, 578, 0
1.8000000000000007, 1.2000000000000002, 494, 0
1.8000000000000007, 1.3000000000000003, 522, 0
1.8000000000000007, 1.4000000000000004, 504, 0
1.8000000000000007, 1.5000000000000004, 513, 0
1.8000000000000007, 1.7000000000000006, 517, 0
1.8000000000000007, 1.6000000000000005, 537, 0
1.8000000000000007, 1.8000000000000007, 563, 0
1.8000000000000007, 1.9000000000000008, 571, 0
1.9000000000000008, 1.0, 460, 0
1.9000000000000008, 1.1, 470, 0
1.9000000000000008, 1.2000000000000002, 480, 0
1.9000000000000008, 1.3000000000000003, 480, 0
1.9000000000000008, 1.4000000000000004, 483, 0
1.9000000000000008, 1.5000000000000004, 497, 0
1.9000000000000008, 1.6000000000000005, 503, 0
1.9000000000000008, 1.7000000000000006, 514, 0
1.9000000000000008, 1.8000000000000007, 536, 0
1.9000000000000008, 1.9000000000000008, 535, 0
